text,target,keywords_sorted,keywords_indices,keywords_count
"['what', 'aba', 'approved', 'certificate', 'programs', 'are', 'there']","['what', 'aba', 'approved', 'certificate', '<KEYWORD>', 'programs', '<KEYWORD>', 'are', 'there']",['programs'],[4],1
"['what', 'k', '12', 'schools', 'are', 'in', 'porterville', 'ca']","['what', 'k', '12', '<KEYWORD>', 'schools', '<KEYWORD>', 'are', 'in', '<KEYWORD>', 'porterville', '<KEYWORD>', '<KEYWORD>', 'ca', '<KEYWORD>']","['schools', 'porterville', 'ca']","[3, 6, 7]",3
"['what', 'age', 'group', 'most', 'often', 'exhibits', 'lipomas']","['what', 'age', '<KEYWORD>', 'group', '<KEYWORD>', 'most', '<KEYWORD>', 'often', '<KEYWORD>', 'exhibits', '<KEYWORD>', 'lipomas', '<KEYWORD>']","['group', 'often', 'lipomas']","[2, 4, 6]",3
"['what', 'albums', 'did', 'the', 'beatles', 'release']","['what', '<KEYWORD>', 'albums', '<KEYWORD>', 'did', 'the', 'beatles', '<KEYWORD>', 'release', '<KEYWORD>']","['albums', 'release']","[1, 5]",2
"['what', 'alternatives', 'are', 'there', 'for', 'the', 'design', 'of', 'a', 'septic', 'system']","['what', 'alternatives', 'are', 'there', 'for', 'the', '<KEYWORD>', 'design', '<KEYWORD>', 'of', 'a', '<KEYWORD>', 'septic', '<KEYWORD>', '<KEYWORD>', 'system', '<KEYWORD>']","['design', 'septic', 'system']","[6, 9, 10]",3
"['what', 'are', 'do', 'not', 'resuscitate', 'orders', 'and', 'how', 'do', 'you', 'get', 'one', 'in', 'place']","['what', 'are', 'do', 'not', '<KEYWORD>', 'resuscitate', '<KEYWORD>', '<KEYWORD>', 'orders', '<KEYWORD>', 'and', 'how', 'do', 'you', 'get', 'one', 'in', 'place']","['resuscitate', 'orders']","[4, 5]",2
"['what', 'are', 'good', 'and', 'bad', 'levels', 'of', 'vldl', 'in', 'a', 'cholesterol', 'test']","['what', 'are', '<KEYWORD>', 'good', '<KEYWORD>', 'and', '<KEYWORD>', 'bad', '<KEYWORD>', '<KEYWORD>', 'levels', '<KEYWORD>', 'of', 'vldl', 'in', 'a', '<KEYWORD>', 'cholesterol', '<KEYWORD>', 'test']","['good', 'bad', 'levels', 'cholesterol']","[2, 4, 5, 10]",4
"['what', 'are', 'some', 'kansas', 'city', 'mo', 'tourist', 'attractions']","['what', 'are', 'some', 'kansas', '<KEYWORD>', 'city', '<KEYWORD>', '<KEYWORD>', 'mo', '<KEYWORD>', 'tourist', 'attractions']","['city', 'mo']","[4, 5]",2
"['what', 'are', 'some', 'common', 'korean', 'phrases']","['what', 'are', 'some', 'common', '<KEYWORD>', 'korean', '<KEYWORD>', '<KEYWORD>', 'phrases', '<KEYWORD>']","['korean', 'phrases']","[4, 5]",2
"['what', 'are', 'some', 'exercises', 'recommended', 'for', 'forearm', 'pain']","['what', 'are', 'some', '<KEYWORD>', 'exercises', '<KEYWORD>', 'recommended', 'for', '<KEYWORD>', 'forearm', '<KEYWORD>', '<KEYWORD>', 'pain', '<KEYWORD>']","['exercises', 'forearm', 'pain']","[3, 6, 7]",3
"['what', 'are', 'some', 'injuries', 'or', 'diseases', 'of', 'hooves', 'in', 'horses', 'and', 'how', 'are', 'they', 'treated']","['what', 'are', 'some', '<KEYWORD>', 'injuries', '<KEYWORD>', 'or', '<KEYWORD>', 'diseases', '<KEYWORD>', 'of', '<KEYWORD>', 'hooves', '<KEYWORD>', 'in', 'horses', 'and', 'how', 'are', 'they', '<KEYWORD>', 'treated', '<KEYWORD>']","['injuries', 'diseases', 'hooves', 'treated']","[3, 5, 7, 14]",4
"['what', 'are', 'some', 'low', 'cost', 'broadband', 'internet', 'providers']","['what', 'are', 'some', 'low', 'cost', 'broadband', '<KEYWORD>', 'internet', '<KEYWORD>', '<KEYWORD>', 'providers', '<KEYWORD>']","['internet', 'providers']","[6, 7]",2
"['what', 'are', 'some', 'small', 'space', 'decorating', 'dos', 'and', 'don', 'ts']","['what', 'are', 'some', '<KEYWORD>', 'small', '<KEYWORD>', '<KEYWORD>', 'space', '<KEYWORD>', '<KEYWORD>', 'decorating', '<KEYWORD>', 'dos', 'and', 'don', 'ts']","['small', 'space', 'decorating']","[3, 4, 5]",3
"['what', 'are', 'symptoms', 'of', 'heat', 'stroke', 'and', 'other', 'heat', 'related', 'illnesses', 'in', 'dogs']","['what', 'are', 'symptoms', 'of', '<KEYWORD>', 'heat', '<KEYWORD>', '<KEYWORD>', 'stroke', '<KEYWORD>', 'and', 'other', 'heat', 'related', '<KEYWORD>', 'illnesses', '<KEYWORD>', 'in', '<KEYWORD>', 'dogs', '<KEYWORD>']","['heat', 'stroke', 'illnesses', 'dogs']","[4, 5, 10, 12]",4
"['what', 'are', 'the', 'benefits', 'of', 'an', 'elliptical', 'trainer', 'compared', 'to', 'other', 'fitness', 'machines']","['what', 'are', 'the', '<KEYWORD>', 'benefits', '<KEYWORD>', 'of', 'an', 'elliptical', 'trainer', '<KEYWORD>', 'compared', '<KEYWORD>', 'to', 'other', 'fitness', 'machines']","['benefits', 'compared']","[3, 8]",2
"['what', 'are', 'the', 'benefits', 'of', 'quitting', 'smoking']","['what', 'are', 'the', '<KEYWORD>', 'benefits', '<KEYWORD>', 'of', '<KEYWORD>', 'quitting', '<KEYWORD>', '<KEYWORD>', 'smoking', '<KEYWORD>']","['benefits', 'quitting', 'smoking']","[3, 5, 6]",3
"['what', 'are', 'the', 'best', 'ways', 'of', 'disposing', 'of', 'dog', 'waste']","['what', 'are', 'the', '<KEYWORD>', 'best', '<KEYWORD>', '<KEYWORD>', 'ways', '<KEYWORD>', 'of', 'disposing', 'of', 'dog', '<KEYWORD>', 'waste', '<KEYWORD>']","['best', 'ways', 'waste']","[3, 4, 9]",3
"['what', 'are', 'the', 'boundaries', 'of', 'the', 'political', 'jurisdictions', 'in', 'brazil']","['what', 'are', 'the', '<KEYWORD>', 'boundaries', '<KEYWORD>', 'of', 'the', '<KEYWORD>', 'political', '<KEYWORD>', 'jurisdictions', 'in', 'brazil']","['boundaries', 'political']","[3, 6]",2
"['what', 'are', 'the', 'causes', 'of', 'lipoma', 'tumors', 'in', 'humans']","['what', 'are', 'the', '<KEYWORD>', 'causes', '<KEYWORD>', 'of', '<KEYWORD>', 'lipoma', '<KEYWORD>', '<KEYWORD>', 'tumors', '<KEYWORD>', 'in', 'humans']","['causes', 'lipoma', 'tumors']","[3, 5, 6]",3
"['what', 'are', 'the', 'cheapest', 'web', 'hosting', 'companies', 'who', 'offers', 'free', 'web', 'hosting']","['what', 'are', 'the', 'cheapest', '<KEYWORD>', 'web', '<KEYWORD>', '<KEYWORD>', 'hosting', '<KEYWORD>', 'companies', 'who', 'offers', 'free', 'web', 'hosting']","['web', 'hosting']","[4, 5]",2
"['what', 'are', 'the', 'different', 'brands', 'of', 'pressure', 'washers']","['what', 'are', 'the', 'different', '<KEYWORD>', 'brands', '<KEYWORD>', 'of', 'pressure', '<KEYWORD>', 'washers', '<KEYWORD>']","['brands', 'washers']","[4, 7]",2
"['what', 'are', 'the', 'different', 'types', 'of', 'long', 'term', 'care', 'insurance', 'policies']","['what', 'are', 'the', 'different', '<KEYWORD>', 'types', '<KEYWORD>', 'of', '<KEYWORD>', 'long', '<KEYWORD>', '<KEYWORD>', 'term', '<KEYWORD>', '<KEYWORD>', 'care', '<KEYWORD>', 'insurance', 'policies']","['types', 'long', 'term', 'care']","[4, 6, 7, 8]",4
"['what', 'are', 'the', 'duties', 'of', 'a', 'paralegal']","['what', 'are', 'the', '<KEYWORD>', 'duties', '<KEYWORD>', 'of', 'a', '<KEYWORD>', 'paralegal', '<KEYWORD>']","['duties', 'paralegal']","[3, 6]",2
"['what', 'are', 'the', 'early', 'signs', 'of', 'a', 'heart', 'attack']","['what', 'are', 'the', '<KEYWORD>', 'early', '<KEYWORD>', 'signs', 'of', 'a', '<KEYWORD>', 'heart', '<KEYWORD>', '<KEYWORD>', 'attack', '<KEYWORD>']","['early', 'heart', 'attack']","[3, 7, 8]",3
"['what', 'are', 'the', 'migration', 'patterns', 'of', 'the', 'blue', 'throated', 'hummingbird']","['what', 'are', 'the', '<KEYWORD>', 'migration', '<KEYWORD>', 'patterns', 'of', 'the', 'blue', 'throated', '<KEYWORD>', 'hummingbird', '<KEYWORD>']","['migration', 'hummingbird']","[3, 9]",2
"['what', 'are', 'the', 'primary', 'symptoms', 'or', 'signs', 'of', 'fybromyalgia']","['what', 'are', 'the', 'primary', '<KEYWORD>', 'symptoms', '<KEYWORD>', 'or', '<KEYWORD>', 'signs', '<KEYWORD>', 'of', '<KEYWORD>', 'fybromyalgia', '<KEYWORD>']","['symptoms', 'signs', 'fybromyalgia']","[4, 6, 8]",3
"['what', 'are', 'the', 'regulations', 'for', 'hunting', 'and', 'fishing', 'in', 'arizona']","['what', 'are', 'the', '<KEYWORD>', 'regulations', '<KEYWORD>', 'for', '<KEYWORD>', 'hunting', '<KEYWORD>', 'and', '<KEYWORD>', 'fishing', '<KEYWORD>', 'in', '<KEYWORD>', 'arizona', '<KEYWORD>']","['regulations', 'hunting', 'fishing', 'arizona']","[3, 5, 7, 9]",4
"['what', 'are', 'the', 'requirements', 'to', 'become', 'a', 'tennessee', 'highway', 'patrol', 'state', 'trooper']","['what', 'are', 'the', '<KEYWORD>', 'requirements', '<KEYWORD>', 'to', '<KEYWORD>', 'become', '<KEYWORD>', 'a', 'tennessee', 'highway', 'patrol', 'state', 'trooper']","['requirements', 'become']","[3, 5]",2
"['what', 'are', 'the', 'risk', 'factors', 'or', 'causes', 'of', 'lymphoma', 'in', 'dogs']","['what', 'are', 'the', 'risk', 'factors', 'or', '<KEYWORD>', 'causes', '<KEYWORD>', 'of', '<KEYWORD>', 'lymphoma', '<KEYWORD>', 'in', '<KEYWORD>', 'dogs', '<KEYWORD>']","['causes', 'lymphoma', 'dogs']","[6, 8, 10]",3
"['what', 'are', 'the', 'rules', 'for', 'a', '403b', 'retirement', 'plan']","['what', 'are', 'the', '<KEYWORD>', 'rules', '<KEYWORD>', 'for', 'a', '<KEYWORD>', '403b', '<KEYWORD>', 'retirement', '<KEYWORD>', 'plan', '<KEYWORD>']","['rules', '403b', 'plan']","[3, 6, 8]",3
"['what', 'are', 'the', 'symptoms', 'of', 'a', 'heart', 'attack']","['what', 'are', 'the', '<KEYWORD>', 'symptoms', '<KEYWORD>', 'of', 'a', '<KEYWORD>', 'heart', '<KEYWORD>', '<KEYWORD>', 'attack', '<KEYWORD>']","['symptoms', 'heart', 'attack']","[3, 6, 7]",3
"['what', 'are', 'the', 'symptoms', 'of', 'lymphoma', 'in', 'dogs']","['what', 'are', 'the', '<KEYWORD>', 'symptoms', '<KEYWORD>', 'of', '<KEYWORD>', 'lymphoma', '<KEYWORD>', 'in', '<KEYWORD>', 'dogs', '<KEYWORD>']","['symptoms', 'lymphoma', 'dogs']","[3, 5, 7]",3
"['what', 'are', 'the', 'symptoms', 'of', 'obsessive', 'compulsive', 'disorder']","['what', 'are', 'the', '<KEYWORD>', 'symptoms', '<KEYWORD>', 'of', 'obsessive', 'compulsive', 'disorder']",['symptoms'],[3],1
"['what', 'are', 'the', 'symptoms', 'of', 'von', 'willebrand', 'disease']","['what', 'are', 'the', '<KEYWORD>', 'symptoms', '<KEYWORD>', 'of', '<KEYWORD>', 'von', '<KEYWORD>', '<KEYWORD>', 'willebrand', '<KEYWORD>', '<KEYWORD>', 'disease', '<KEYWORD>']","['symptoms', 'von', 'willebrand', 'disease']","[3, 5, 6, 7]",4
"['what', 'are', 'the', 'ways', 'you', 'can', 'quit', 'smoking']","['what', 'are', 'the', 'ways', 'you', 'can', '<KEYWORD>', 'quit', '<KEYWORD>', '<KEYWORD>', 'smoking', '<KEYWORD>']","['quit', 'smoking']","[6, 7]",2
"['what', 'are', 'the', 'withdrawal', 'limitations', 'for', 'a', '403b', 'retirement', 'plan']","['what', 'are', 'the', '<KEYWORD>', 'withdrawal', '<KEYWORD>', 'limitations', 'for', 'a', '<KEYWORD>', '403b', '<KEYWORD>', 'retirement', '<KEYWORD>', 'plan', '<KEYWORD>']","['withdrawal', '403b', 'plan']","[3, 7, 9]",3
"['what', 'are', 'typical', 'and', 'good', 'ranges', 'for', 'sat', 'scores', 'what', 'is', 'the', 'average', 'score']","['what', 'are', 'typical', 'and', 'good', '<KEYWORD>', 'ranges', '<KEYWORD>', 'for', '<KEYWORD>', 'sat', '<KEYWORD>', '<KEYWORD>', 'scores', '<KEYWORD>', 'what', 'is', 'the', 'average', 'score']","['ranges', 'sat', 'scores']","[5, 7, 8]",3
"['what', 'brands', 'of', 'mobility', 'scooters', 'are', 'available']","['what', '<KEYWORD>', 'brands', '<KEYWORD>', 'of', '<KEYWORD>', 'mobility', '<KEYWORD>', '<KEYWORD>', 'scooters', '<KEYWORD>', 'are', '<KEYWORD>', 'available', '<KEYWORD>']","['brands', 'mobility', 'scooters', 'available']","[1, 3, 4, 6]",4
"['what', 'breeds', 'of', 'small', 'or', 'toy', 'dog', 'hybrids', 'are', 'there']","['what', '<KEYWORD>', 'breeds', '<KEYWORD>', 'of', '<KEYWORD>', 'small', '<KEYWORD>', 'or', 'toy', 'dog', '<KEYWORD>', 'hybrids', '<KEYWORD>', 'are', 'there']","['breeds', 'small', 'hybrids']","[1, 3, 7]",3
"['what', 'campuses', 'are', 'part', 'of', 'the', 'university', 'of', 'north', 'carolina']","['what', '<KEYWORD>', 'campuses', '<KEYWORD>', 'are', '<KEYWORD>', 'part', '<KEYWORD>', 'of', 'the', 'university', 'of', '<KEYWORD>', 'north', '<KEYWORD>', '<KEYWORD>', 'carolina', '<KEYWORD>']","['campuses', 'part', 'north', 'carolina']","[1, 3, 8, 9]",4
"['what', 'casinos', 'are', 'in', 'kansas', 'city', 'missouri']","['what', '<KEYWORD>', 'casinos', '<KEYWORD>', 'are', 'in', 'kansas', 'city', '<KEYWORD>', 'missouri', '<KEYWORD>']","['casinos', 'missouri']","[1, 6]",2
"['what', 'causes', 'a', 'sore', 'throat']","['what', '<KEYWORD>', 'causes', '<KEYWORD>', 'a', '<KEYWORD>', 'sore', '<KEYWORD>', '<KEYWORD>', 'throat', '<KEYWORD>']","['causes', 'sore', 'throat']","[1, 3, 4]",3
"['what', 'causes', 'angular', 'cheilitis']","['what', '<KEYWORD>', 'causes', '<KEYWORD>', 'angular', '<KEYWORD>', 'cheilitis', '<KEYWORD>']","['causes', 'cheilitis']","[1, 3]",2
"['what', 'causes', 'the', 'heart', 'to', 'beat', 'faster', 'or', 'slower']","['what', '<KEYWORD>', 'causes', '<KEYWORD>', 'the', '<KEYWORD>', 'heart', '<KEYWORD>', 'to', '<KEYWORD>', 'beat', '<KEYWORD>', 'faster', 'or', '<KEYWORD>', 'slower', '<KEYWORD>']","['causes', 'heart', 'beat', 'slower']","[1, 3, 5, 8]",4
"['what', 'companies', 'can', 'give', 'an', 'appraisal', 'of', 'my', 'home', 's', 'value']","['what', '<KEYWORD>', 'companies', '<KEYWORD>', 'can', 'give', 'an', '<KEYWORD>', 'appraisal', '<KEYWORD>', 'of', 'my', 'home', 's', 'value']","['companies', 'appraisal']","[1, 5]",2
"['what', 'companies', 'manufacture', 'bidets']","['what', '<KEYWORD>', 'companies', '<KEYWORD>', 'manufacture', '<KEYWORD>', 'bidets', '<KEYWORD>']","['companies', 'bidets']","[1, 3]",2
"['what', 'companies', 'offer', 'long', 'term', 'care', 'insurance', 'policies']","['what', '<KEYWORD>', 'companies', '<KEYWORD>', '<KEYWORD>', 'offer', '<KEYWORD>', 'long', 'term', '<KEYWORD>', 'care', '<KEYWORD>', 'insurance', '<KEYWORD>', 'policies', '<KEYWORD>']","['companies', 'offer', 'care', 'policies']","[1, 2, 5, 7]",4
"['what', 'computer', 'keyboards', 'are', 'best', 'for', 'gaming']","['what', 'computer', '<KEYWORD>', 'keyboards', '<KEYWORD>', 'are', 'best', 'for', '<KEYWORD>', 'gaming', '<KEYWORD>']","['keyboards', 'gaming']","[2, 6]",2
"['what', 'condos', 'are', 'for', 'sale', 'in', 'miami', 'beach', 'florida']","['what', '<KEYWORD>', 'condos', '<KEYWORD>', 'are', 'for', '<KEYWORD>', 'sale', '<KEYWORD>', 'in', '<KEYWORD>', 'miami', '<KEYWORD>', 'beach', '<KEYWORD>', 'florida', '<KEYWORD>']","['condos', 'sale', 'miami', 'florida']","[1, 4, 6, 8]",4
"['what', 'different', 'kinds', 'of', 'toilets', 'exist', 'and', 'how', 'do', 'they', 'differ']","['what', '<KEYWORD>', 'different', '<KEYWORD>', '<KEYWORD>', 'kinds', '<KEYWORD>', 'of', '<KEYWORD>', 'toilets', '<KEYWORD>', '<KEYWORD>', 'exist', '<KEYWORD>', 'and', 'how', 'do', 'they', 'differ']","['different', 'kinds', 'toilets', 'exist']","[1, 2, 4, 5]",4
"['what', 'different', 'types', 'of', 'electronic', 'skeet', 'shooting', 'games', 'are', 'available']","['what', 'different', 'types', 'of', '<KEYWORD>', 'electronic', '<KEYWORD>', '<KEYWORD>', 'skeet', '<KEYWORD>', 'shooting', '<KEYWORD>', 'games', '<KEYWORD>', 'are', 'available']","['electronic', 'skeet', 'games']","[4, 5, 7]",3
"['what', 'do', 'atypical', 'squamous', 'cells', 'mean', 'on', 'a', 'pap', 'smear', 'test']","['what', 'do', 'atypical', 'squamous', '<KEYWORD>', 'cells', '<KEYWORD>', '<KEYWORD>', 'mean', '<KEYWORD>', 'on', 'a', '<KEYWORD>', 'pap', '<KEYWORD>', 'smear', '<KEYWORD>', 'test', '<KEYWORD>']","['cells', 'mean', 'pap', 'test']","[4, 5, 8, 10]",4
"['what', 'do', 'moth', 'eggs', 'look', 'like']","['what', 'do', '<KEYWORD>', 'moth', '<KEYWORD>', 'eggs', '<KEYWORD>', 'look', '<KEYWORD>', '<KEYWORD>', 'like', '<KEYWORD>']","['moth', 'look', 'like']","[2, 4, 5]",3
"['what', 'do', 'moths', 'and', 'butterflies', 'eat']","['what', 'do', '<KEYWORD>', 'moths', '<KEYWORD>', 'and', 'butterflies', '<KEYWORD>', 'eat', '<KEYWORD>']","['moths', 'eat']","[2, 5]",2
"['what', 'does', 'the', 'barbados', 'flag', 'look', 'like']","['what', 'does', 'the', 'barbados', '<KEYWORD>', 'flag', '<KEYWORD>', 'look', '<KEYWORD>', 'like', '<KEYWORD>']","['flag', 'like']","[4, 6]",2
"['what', 'does', 'the', 'phrase', 'equal', 'opportunity', 'employer', 'mean']","['what', 'does', 'the', 'phrase', '<KEYWORD>', 'equal', '<KEYWORD>', '<KEYWORD>', 'opportunity', '<KEYWORD>', '<KEYWORD>', 'employer', '<KEYWORD>', 'mean']","['equal', 'opportunity', 'employer']","[4, 5, 6]",3
"['what', 'does', 'the', 'sit', 'and', 'reach', 'test', 'measure']","['what', 'does', 'the', '<KEYWORD>', 'sit', '<KEYWORD>', 'and', '<KEYWORD>', 'reach', '<KEYWORD>', '<KEYWORD>', 'test', '<KEYWORD>', 'measure']","['sit', 'reach', 'test']","[3, 5, 6]",3
"['what', 'elected', 'offices', 'did', 'ralph', 'owen', 'brewster', 'hold']","['what', '<KEYWORD>', 'elected', '<KEYWORD>', '<KEYWORD>', 'offices', '<KEYWORD>', 'did', '<KEYWORD>', 'ralph', '<KEYWORD>', 'owen', '<KEYWORD>', 'brewster', '<KEYWORD>', 'hold']","['elected', 'offices', 'ralph', 'brewster']","[1, 2, 4, 6]",4
"['what', 'events', 'are', 'held', 'at', 'the', 'indiana', 'state', 'fairgrounds']","['what', 'events', 'are', '<KEYWORD>', 'held', '<KEYWORD>', 'at', 'the', '<KEYWORD>', 'indiana', '<KEYWORD>', '<KEYWORD>', 'state', '<KEYWORD>', '<KEYWORD>', 'fairgrounds', '<KEYWORD>']","['held', 'indiana', 'state', 'fairgrounds']","[3, 6, 7, 8]",4
"['what', 'famous', 'generals', 'fought', 'in', 'the', 'us', 'civil', 'war']","['what', '<KEYWORD>', 'famous', '<KEYWORD>', 'generals', 'fought', 'in', 'the', 'us', '<KEYWORD>', 'civil', '<KEYWORD>', '<KEYWORD>', 'war', '<KEYWORD>']","['famous', 'civil', 'war']","[1, 7, 8]",3
"['what', 'foods', 'contain', 'iron']","['what', 'foods', '<KEYWORD>', 'contain', '<KEYWORD>', '<KEYWORD>', 'iron', '<KEYWORD>']","['contain', 'iron']","[2, 3]",2
"['what', 'hobby', 'stores', 'carry', 'trains']","['what', '<KEYWORD>', 'hobby', '<KEYWORD>', '<KEYWORD>', 'stores', '<KEYWORD>', '<KEYWORD>', 'carry', '<KEYWORD>', '<KEYWORD>', 'trains', '<KEYWORD>']","['hobby', 'stores', 'carry', 'trains']","[1, 2, 3, 4]",4
"['what', 'hotels', 'are', 'near', 'disneyland']","['what', '<KEYWORD>', 'hotels', '<KEYWORD>', 'are', 'near', '<KEYWORD>', 'disneyland', '<KEYWORD>']","['hotels', 'disneyland']","[1, 4]",2
"['what', 'hotels', 'are', 'near', 'the', 'kansas', 'city', 'airport']","['what', 'hotels', 'are', 'near', 'the', 'kansas', '<KEYWORD>', 'city', '<KEYWORD>', '<KEYWORD>', 'airport', '<KEYWORD>']","['city', 'airport']","[6, 7]",2
"['what', 'hotels', 'are', 'near', 'the', 'ontario', 'ca', 'airport']","['what', '<KEYWORD>', 'hotels', '<KEYWORD>', 'are', 'near', 'the', '<KEYWORD>', 'ontario', '<KEYWORD>', '<KEYWORD>', 'ca', '<KEYWORD>', '<KEYWORD>', 'airport', '<KEYWORD>']","['hotels', 'ontario', 'ca', 'airport']","[1, 5, 6, 7]",4
"['what', 'hotels', 'are', 'near', 'the', 'orange', 'county', 'convention', 'center']","['what', 'hotels', 'are', 'near', 'the', 'orange', '<KEYWORD>', 'county', '<KEYWORD>', 'convention', '<KEYWORD>', 'center', '<KEYWORD>']","['county', 'center']","[6, 8]",2
"['what', 'is', 'poem', 'in', 'your', 'pocket', 'day']","['what', 'is', '<KEYWORD>', 'poem', '<KEYWORD>', 'in', 'your', '<KEYWORD>', 'pocket', '<KEYWORD>', '<KEYWORD>', 'day', '<KEYWORD>']","['poem', 'pocket', 'day']","[2, 5, 6]",3
"['what', 'is', 'a', '403b', 'plan']","['what', 'is', 'a', '<KEYWORD>', '403b', '<KEYWORD>', '<KEYWORD>', 'plan', '<KEYWORD>']","['403b', 'plan']","[3, 4]",2
"['what', 'is', 'a', 'good', 'way', 'to', 'begin', 'collecting', 'old', 'coins']","['what', 'is', 'a', 'good', '<KEYWORD>', 'way', '<KEYWORD>', 'to', 'begin', 'collecting', '<KEYWORD>', 'old', '<KEYWORD>', '<KEYWORD>', 'coins', '<KEYWORD>']","['way', 'old', 'coins']","[4, 8, 9]",3
"['what', 'is', 'a', 'normal', 'heart', 'rate', 'when', 'a', 'person', 'is', 'resting']","['what', 'is', 'a', 'normal', '<KEYWORD>', 'heart', '<KEYWORD>', '<KEYWORD>', 'rate', '<KEYWORD>', 'when', 'a', '<KEYWORD>', 'person', '<KEYWORD>', 'is', '<KEYWORD>', 'resting', '<KEYWORD>']","['heart', 'rate', 'person', 'resting']","[4, 5, 8, 10]",4
"['what', 'is', 'an', 'indexed', 'annuity', 'what', 'are', 'their', 'advantages', 'and', 'disadvantages', 'what', 'kinds', 'of', 'indexed', 'annuities', 'are', 'there']","['what', 'is', 'an', '<KEYWORD>', 'indexed', '<KEYWORD>', '<KEYWORD>', 'annuity', '<KEYWORD>', 'what', 'are', 'their', '<KEYWORD>', 'advantages', '<KEYWORD>', 'and', 'disadvantages', 'what', '<KEYWORD>', 'kinds', '<KEYWORD>', 'of', 'indexed', 'annuities', 'are', 'there']","['indexed', 'annuity', 'advantages', 'kinds']","[3, 4, 8, 12]",4
"['what', 'is', 'required', 'to', 'get', 'a', 'hunting', 'license', 'online', 'from', 'the', 'michigan', 'department', 'of', 'natural', 'resources']","['what', 'is', '<KEYWORD>', 'required', '<KEYWORD>', 'to', 'get', 'a', 'hunting', '<KEYWORD>', 'license', '<KEYWORD>', '<KEYWORD>', 'online', '<KEYWORD>', 'from', 'the', '<KEYWORD>', 'michigan', '<KEYWORD>', 'department', 'of', 'natural', 'resources']","['required', 'license', 'online', 'michigan']","[2, 7, 8, 11]",4
"['what', 'is', 'the', 'address', 'of', 'the', 'ontario', 'ca', 'airport']","['what', 'is', 'the', '<KEYWORD>', 'address', '<KEYWORD>', 'of', 'the', '<KEYWORD>', 'ontario', '<KEYWORD>', '<KEYWORD>', 'ca', '<KEYWORD>', '<KEYWORD>', 'airport', '<KEYWORD>']","['address', 'ontario', 'ca', 'airport']","[3, 6, 7, 8]",4
"['what', 'is', 'the', 'balance', 'on', 'my', 'starbucks', 'gift', 'card']","['what', 'is', 'the', '<KEYWORD>', 'balance', '<KEYWORD>', 'on', 'my', '<KEYWORD>', 'starbucks', '<KEYWORD>', '<KEYWORD>', 'gift', '<KEYWORD>', '<KEYWORD>', 'card', '<KEYWORD>']","['balance', 'starbucks', 'gift', 'card']","[3, 6, 7, 8]",4
"['what', 'is', 'the', 'best', 'antenna', 'from', 'wilson', 'for', 'a', 'big', 'truck']","['what', 'is', 'the', '<KEYWORD>', 'best', '<KEYWORD>', 'antenna', 'from', '<KEYWORD>', 'wilson', '<KEYWORD>', 'for', 'a', 'big', 'truck']","['best', 'wilson']","[3, 6]",2
"['what', 'is', 'the', 'best', 'internet', 'phone', 'service']","['what', 'is', 'the', '<KEYWORD>', 'best', '<KEYWORD>', '<KEYWORD>', 'internet', '<KEYWORD>', '<KEYWORD>', 'phone', '<KEYWORD>', '<KEYWORD>', 'service', '<KEYWORD>']","['best', 'internet', 'phone', 'service']","[3, 4, 5, 6]",4
